Date,BRL,ZAR,TRY,MXN,CNY,KRW,TNX,EMB
2014-03-10,2.406696,10.978782,2.713673,13.015322,6.238475,1048.396133,31.465931,105.408359
2014-03-11,2.433787,11.056751,2.733442,13.006035,6.219346,1048.078992,32.079231,105.705249
2014-03-12,2.395905,11.181644,2.744585,13.102185,6.214813,1049.879793,31.536838,105.628294
2014-03-13,2.414141,11.267566,2.734347,13.163522,6.227718,1054.238218,31.526964,105.327562
2014-03-14,2.418806,11.469221,2.730173,13.229037,6.247193,1065.084068,31.664259,104.996246
2014-03-17,2.395664,11.587584,2.739089,13.187804,6.243626,1047.018613,31.895585,105.272713
2014-03-18,2.404533,11.524732,2.767810,13.235941,6.244104,1045.954447,30.651523,105.078157
2014-03-19,2.358542,11.608564,2.787968,13.345138,6.240384,1043.193113,31.071763,104.476187
2014-03-20,2.385587,11.533938,2.745578,13.356372,6.228781,1043.582714,31.440522,104.411748
2014-03-21,2.345210,11.776979,2.663385,13.404294,6.219007,1048.215716,31.542227,104.226069
2014-03-24,2.375886,11.696108,2.660048,13.302512,6.232968,1043.020990,32.308706,104.266999
2014-03-25,2.382297,11.729012,2.684143,13.311747,6.216182,1041.358137,32.091123,103.956647
2014-03-26,2.359434,11.671220,2.634437,13.316833,6.222225,1035.694829,32.434550,104.381995
2014-03-27,2.366598,11.742344,2.593888,13.491006,6.224889,1052.773284,33.643957,104.786132
2014-03-28,2.364218,11.502803,2.663040,13.527724,6.205363,1052.585859,32.967856,104.909671
2014-03-31,2.377249,11.622229,2.658064,13.625488,6.185771,1046.542267,32.636455,104.546094
2014-04-01,2.366783,11.620704,2.652221,13.750398,6.172622,1056.695507,32.607015,104.376698
2014-04-02,2.371049,11.602218,2.647602,13.632060,6.181773,1062.913199,32.480210,104.029123
2014-04-03,2.396939,11.501544,2.658196,13.634445,6.169063,1081.466303,32.203531,103.427559
2014-04-04,2.460317,11.446522,2.702913,13.652689,6.171431,1079.338689,31.427918,103.499118
2014-04-07,2.461733,11.556311,2.722411,14.017423,6.170719,1080.654446,30.777870,103.512920
2014-04-08,2.456804,11.636771,2.705800,13.863710,6.163992,1084.259621,30.499720,103.484463
2014-04-09,2.377464,11.706451,2.470945,13.685720,6.132448,1091.383593,30.462207,103.537202
2014-04-10,2.348008,11.533407,2.470734,13.616707,6.130504,1082.264682,30.207495,103.987749
2014-04-11,2.326254,11.465463,2.448955,13.484620,6.116949,1082.999965,30.048018,103.534304
2014-04-14,2.312561,11.486120,2.481486,13.464446,6.121958,1080.396871,30.500711,102.062959
2014-04-15,2.318126,11.656227,2.475666,13.382146,6.109410,1087.007355,30.719656,102.144780
2014-04-16,2.302377,11.540398,2.469170,13.360264,6.119407,1090.733565,30.864853,102.491123
2014-04-17,2.299665,11.727953,2.437435,13.491076,6.116873,1087.421201,30.959112,101.915821
2014-04-18,2.290490,11.809286,2.310397,13.470921,6.109675,1082.790866,31.380776,101.620134
2014-04-21,2.272854,11.920814,2.324637,13.430123,6.113370,1083.201595,31.483823,101.454382
2014-04-22,2.283576,12.292819,2.314191,13.484792,6.071529,1077.880848,31.047651,101.716959
2014-04-23,2.281567,12.442068,2.338404,13.579652,6.061279,1066.831311,30.336570,101.807849
2014-04-24,2.277974,12.487168,2.302445,13.610169,6.048929,1066.013930,29.945889,101.977868
2014-04-25,2.297999,12.477352,2.296970,13.704845,6.042684,1072.325032,30.222103,101.978603
2014-04-28,2.307927,12.509993,2.271779,13.694409,6.038498,1084.459674,29.993127,101.263593
2014-04-29,2.286706,12.502942,2.325616,13.669904,6.041469,1075.478913,30.230598,101.594735
2014-04-30,2.297230,12.438882,2.332877,13.782188,6.046673,1075.328978,29.425171,101.156115
2014-05-01,2.288135,12.551517,2.396141,13.832236,6.034385,1080.567157,30.546083,101.014179
2014-05-02,2.279985,12.656002,2.398099,13.817480,6.021754,1081.237535,30.159363,101.116547
2014-05-05,2.239096,12.521107,2.412983,13.817682,5.999426,1080.266682,30.064129,101.733068
2014-05-06,2.233560,12.895956,2.428444,13.790466,5.984347,1086.290182,29.698271,101.402334
2014-05-07,2.241655,12.557985,2.417681,13.693486,5.997083,1079.930380,29.343349,101.311674
2014-05-08,2.242100,12.473198,2.414009,13.704054,5.996596,1075.650854,28.500717,101.184183
2014-05-09,2.264150,12.574094,2.439542,13.710145,5.993676,1066.391811,28.163269,101.366602
2014-05-12,2.245769,12.698037,2.417575,13.506274,5.994836,1063.707069,28.660484,102.120230
2014-05-13,2.261271,12.751656,2.434635,13.497087,5.974809,1068.565991,28.336328,101.791149
2014-05-14,2.260128,12.572787,2.422509,13.351281,5.994405,1073.468646,28.647898,101.832140
2014-05-15,2.240683,12.613264,2.489431,13.379340,6.006325,1074.600116,27.971557,101.935033
2014-05-16,2.225140,12.589937,2.465501,13.349172,5.993721,1074.685477,28.365944,101.928547
2014-05-19,2.224287,12.711479,2.495765,13.345587,6.017682,1076.066815,28.409350,101.603136
2014-05-20,2.222226,12.670635,2.526116,13.442903,6.046594,1085.191138,27.306649,101.936253
2014-05-21,2.205101,12.510143,2.535857,13.415521,6.049327,1087.399166,27.330134,101.564942
2014-05-22,2.201348,12.504934,2.594589,13.402200,6.052158,1085.969194,26.172852,101.342197
2014-05-23,2.239871,12.475305,2.646310,13.519884,6.062822,1086.483587,25.978681,100.772212
2014-05-26,2.252202,12.491849,2.706747,13.558082,6.041673,1089.634713,25.703677,100.927055
2014-05-27,2.231186,12.675938,2.698586,13.526377,6.036382,1099.786348,25.388647,100.417310
2014-05-28,2.229589,12.745571,2.653155,13.487110,6.030730,1098.730311,25.180743,100.617331
2014-05-29,2.217515,12.880695,2.663537,13.561824,6.067838,1109.758688,25.188644,100.607637
2014-05-30,2.217436,12.966284,2.668757,13.494399,6.072029,1083.193165,25.698025,100.182165
2014-06-02,2.231801,12.862469,2.625102,13.491287,6.091045,1086.855636,25.298790,100.089720
2014-06-03,2.239062,12.866743,2.630091,13.477894,6.103794,1082.043836,24.710084,99.961418
2014-06-04,2.241920,12.932899,2.613667,13.446488,6.113128,1083.892451,24.645807,100.023507
2014-06-05,2.254328,12.939269,2.640471,13.448074,6.118746,1083.310188,24.342220,99.735551
2014-06-06,2.259240,12.880016,2.609231,13.520432,6.116475,1082.463526,24.323875,99.928512
2014-06-09,2.311481,12.776823,2.636854,13.598706,6.118165,1066.978798,24.118478,100.150344
2014-06-10,2.336304,12.618013,2.607070,13.806946,6.128113,1064.324718,24.502898,100.349904
2014-06-11,2.359059,12.507806,2.633521,13.762431,6.123161,1062.694720,24.702386,100.455515
2014-06-12,2.379679,12.496928,2.622019,13.882399,6.121854,1075.167440,24.721406,100.282740
2014-06-13,2.380135,12.523066,2.639552,13.864404,6.086714,1074.918319,24.677574,100.606897
2014-06-16,2.378295,12.495052,2.621005,13.836166,6.085488,1067.793253,23.737732,100.733345
2014-06-17,2.425251,12.563576,2.649492,13.812511,6.089680,1052.445906,23.735311,100.506222
2014-06-18,2.460903,12.590279,2.692917,13.801568,6.095268,1051.810412,24.016526,100.169554
2014-06-19,2.434002,12.874958,2.695133,13.757534,6.078362,1054.970537,23.999219,100.389540
2014-06-20,2.413876,12.977601,2.728973,13.890298,6.070664,1049.897586,23.570873,100.467161
2014-06-23,2.360536,12.680600,2.742552,13.914688,6.068925,1048.847229,23.409769,100.207400
2014-06-24,2.378028,12.600619,2.777506,13.918052,6.072082,1041.553556,23.311761,100.318332
2014-06-25,2.428108,12.536027,2.677572,15.035930,6.069436,1046.544977,22.939070,100.559728
2014-06-26,2.431089,12.595522,2.657050,15.302703,6.070427,1057.795900,22.855329,100.798851
2014-06-27,2.500890,12.683923,2.697965,15.549588,6.074687,1060.717206,22.766639,100.525717
2014-06-30,2.529728,12.608197,2.711401,15.504181,6.079411,1057.455736,22.643358,100.045742
2014-07-01,2.552997,12.583418,2.672022,15.529815,6.072104,1067.086739,23.094765,100.183061
2014-07-02,2.559642,12.561501,2.685482,15.503125,6.059855,1065.174567,23.280571,100.457710
2014-07-03,2.580519,12.516097,2.701306,15.559868,6.001479,1045.236364,23.728584,100.234957
2014-07-04,2.617317,12.561459,2.640947,15.506289,5.998620,1050.569253,23.352554,99.749285
2014-07-07,2.619454,12.521215,2.601632,15.514426,5.994450,1030.521702,23.265385,99.805897
2014-07-08,2.609504,12.561570,2.562457,15.531573,6.009775,1045.770372,23.776854,100.473321
2014-07-09,2.578729,12.678711,2.585632,15.529743,6.020400,1045.670243,23.871651,100.976627
2014-07-10,2.540921,12.537432,2.594904,15.409245,6.024799,1038.133076,23.701465,100.780343
2014-07-11,2.527672,12.465526,2.600161,15.535731,6.012696,1034.333173,23.807343,100.619750
2014-07-14,2.532529,12.541232,2.578305,15.594173,6.024005,1034.329229,23.730837,100.080016
2014-07-15,2.551000,12.595867,2.619486,15.599989,6.027055,1030.866226,24.024490,99.932682
2014-07-16,2.554851,12.495083,2.633077,15.485983,6.024106,1033.104896,23.682621,99.202292
2014-07-17,2.582003,12.534580,2.629091,15.713664,6.025057,1036.696875,23.146038,99.409685
2014-07-18,2.555525,12.239748,2.630130,15.697038,6.028129,1034.057231,23.652255,99.121354
2014-07-21,2.553845,12.369265,2.583621,15.771409,6.030521,1030.512858,23.620209,99.035904
2014-07-22,2.425606,12.317188,2.542146,15.701682,6.038430,1033.053777,23.645236,99.189678
2014-07-23,2.415298,12.588365,2.590013,15.693687,6.031048,1046.988850,23.217088,98.935008
2014-07-24,2.397145,12.560449,2.564139,15.779231,6.050393,1048.659897,22.922523,98.653552
2014-07-25,2.391676,12.535200,2.661408,15.906336,6.051761,1048.787507,22.099968,99.850563
2014-07-28,2.300819,12.432916,2.653223,15.891464,6.054348,1043.922152,22.433259,99.823001
2014-07-29,2.325683,12.258283,2.651664,15.970278,6.032595,1045.700767,22.628094,100.494847
2014-07-30,2.402112,12.325603,2.660793,15.772582,6.035555,1049.421603,22.709791,101.421773
2014-07-31,2.348592,12.417630,2.630853,16.056320,6.033974,1047.198689,22.698683,101.327740
2014-08-01,2.324606,12.386677,2.651642,16.042034,6.041072,1047.236629,22.691690,101.876848
2014-08-04,2.305458,12.441952,2.683774,15.919674,6.031742,1049.647727,22.801202,101.782029
2014-08-05,2.297491,12.563568,2.648611,15.852656,6.016375,1046.291551,22.932615,101.704594
2014-08-06,2.313533,12.620623,2.697861,15.991890,6.002035,1047.927374,23.265376,101.452730
2014-08-07,2.316981,12.617854,2.639220,15.924771,6.022451,1041.713055,23.563817,101.475092
2014-08-08,2.313099,12.597045,2.649956,15.877297,6.028553,1042.661685,23.574930,100.815886
2014-08-11,2.321725,12.615023,2.665792,15.771547,6.029416,1040.549627,23.557246,101.054094
2014-08-12,2.357172,12.713985,2.645104,15.677273,6.037103,1041.215527,23.626228,101.660836
2014-08-13,2.384012,12.546805,2.582453,15.674818,6.041819,1046.694888,23.570769,102.134598
2014-08-14,2.388307,12.528194,2.528326,16.011451,6.023755,1053.862694,23.726433,102.218791
2014-08-15,2.382449,12.336071,2.549235,16.023802,6.010261,1048.260897,23.415331,102.816806
2014-08-18,2.436127,12.106081,2.566864,16.007129,6.004289,1034.894386,22.936408,102.331935
2014-08-19,2.433240,12.136248,2.522427,16.018881,5.991727,1034.993814,23.555525,100.969719
2014-08-20,2.460276,12.140232,2.541635,16.062971,5.958382,1045.388881,23.577441,100.904620
2014-08-21,2.438296,12.099217,2.489272,16.254600,5.957828,1047.933125,23.932204,100.846919
2014-08-22,2.443088,12.242990,2.477735,16.322822,5.985907,1048.609103,23.916442,101.745948
2014-08-25,2.429962,12.105840,2.530998,16.361689,5.979416,1040.787180,24.002671,101.686347
2014-08-26,2.410887,12.161155,2.528750,16.435538,5.968172,1038.129718,24.344931,101.935159
2014-08-27,2.392266,12.237502,2.455378,16.633684,5.971297,1058.424435,23.732877,102.439138
2014-08-28,2.392382,12.213922,2.466809,16.530697,5.951153,1061.247334,23.863906,102.534085
2014-08-29,2.413391,12.347505,2.469850,16.571797,5.965568,1061.861368,23.170094,101.939588
2014-09-01,2.405693,12.263588,2.494060,16.638492,5.970382,1064.897247,23.917661,102.379254
2014-09-02,2.462823,12.357052,2.503256,16.922191,6.004819,1064.051988,23.849192,102.460757
2014-09-03,2.483162,12.343952,2.474681,16.971889,6.039632,1067.182598,24.044432,102.994870
2014-09-04,2.481661,12.402956,2.465550,16.937805,5.963604,1060.790763,24.254416,103.493884
2014-09-05,2.473751,12.216249,2.510540,16.907218,5.954602,1080.657201,24.295883,103.545767
2014-09-08,2.494456,12.279924,2.479988,17.014973,5.939579,1079.939987,24.216425,103.677981
2014-09-09,2.475220,12.103509,2.464172,16.535289,5.933405,1077.551210,24.587704,103.635075
2014-09-10,2.461279,12.064728,2.493981,16.356605,5.935136,1077.153751,24.014674,103.677415
2014-09-11,2.503800,12.451181,2.467297,16.294778,5.935921,1077.234249,23.783229,103.537531
2014-09-12,2.482520,12.396321,2.429613,16.149635,5.923768,1087.205423,23.594450,103.855176
2014-09-15,2.463926,12.387251,2.421848,16.092819,5.919288,1082.396299,24.069308,104.131553
2014-09-16,2.469960,12.470877,2.445963,16.017806,5.922431,1106.063394,23.991396,104.375792
2014-09-17,2.410374,12.594401,2.465654,15.900810,5.965657,1105.004554,24.202045,104.470898
2014-09-18,2.419799,12.398220,2.463854,15.873744,5.966334,1083.342557,24.608736,104.175742
2014-09-19,2.383031,12.421740,2.474132,15.681842,5.961940,1078.631171,24.716793,104.400157
2014-09-22,2.391404,12.388072,2.412692,15.606662,5.965331,1077.902660,24.816218,103.645389
2014-09-23,2.393422,12.469843,2.434226,15.668860,5.994063,1074.503472,25.150852,103.739575
2014-09-24,2.387595,12.518134,2.438771,15.689845,5.949580,1072.049473,25.078135,104.362474
2014-09-25,2.400836,12.682774,2.410557,15.205126,5.945109,1068.543877,25.097361,104.517165
2014-09-26,2.409043,12.687658,2.381237,15.241066,5.969721,1086.040440,25.526315,104.605354
2014-09-29,2.451449,12.712152,2.384367,15.396154,5.987225,1090.322069,24.936495,104.734770
2014-09-30,2.462003,12.886630,2.387517,15.529338,6.005701,1087.547579,24.735814,104.199521
2014-10-01,2.442112,12.638858,2.360902,15.600600,6.015128,1096.739242,24.434673,104.359263
2014-10-02,2.469717,12.653979,2.379415,15.526030,6.013112,1095.124041,24.070732,104.322276
2014-10-03,2.476620,12.656882,2.408604,15.494020,6.017341,1099.680792,24.425011,104.255573
2014-10-06,2.449321,12.549695,2.404113,15.325332,5.991831,1096.034970,24.489873,104.852205
2014-10-07,2.479188,12.680575,2.386852,15.348764,6.021032,1097.494909,24.107353,104.603791
2014-10-08,2.478719,12.680497,2.366921,15.400065,6.011273,1093.987314,23.740808,105.005471
2014-10-09,2.485009,12.505586,2.395919,15.357997,6.019937,1091.584987,23.931532,105.609810
2014-10-10,2.501951,12.453341,2.421500,15.309877,6.012953,1092.252978,24.145434,105.595209
2014-10-13,2.465606,12.444392,2.421900,15.346986,6.017376,1098.082829,24.215490,105.909995
2014-10-14,2.496819,12.430601,2.421627,15.188894,6.040329,1097.328972,23.222016,106.040312
2014-10-15,2.494264,11.968654,2.436501,15.146993,6.033893,1086.603672,22.835992,106.029599
2014-10-16,2.503101,11.969863,2.414688,15.186510,6.018935,1092.104655,22.750958,105.811038
2014-10-17,2.514039,12.064621,2.418682,15.151273,6.018084,1091.122438,22.564332,105.704809
2014-10-20,2.499915,12.212466,2.440853,14.995416,6.030047,1087.208467,22.798722,106.224468
2014-10-21,2.491391,12.426467,2.442192,14.953503,6.030316,1088.767079,22.622537,106.493960
2014-10-22,2.503993,12.167392,2.376689,14.924015,6.018250,1085.330353,22.574834,106.271770
2014-10-23,2.510417,12.094251,2.299133,14.904565,6.018949,1085.354573,22.471929,106.785290
2014-10-24,2.588854,12.047379,2.339831,14.825854,6.016889,1087.679029,22.206254,106.357856
2014-10-27,2.624524,12.026394,2.300809,14.924775,5.987261,1087.264395,22.247403,106.760297
2014-10-28,2.635517,12.076745,2.300348,15.020039,6.007423,1089.039980,22.344979,107.677192
2014-10-29,2.623124,12.106701,2.259940,15.160722,6.018996,1095.490681,22.201159,108.262556
2014-10-30,2.639946,11.960185,2.309814,14.972385,6.012512,1103.765132,22.169427,108.097343
2014-10-31,2.668956,12.010237,2.319654,14.942095,6.010088,1099.228184,22.584539,109.779549
2014-11-03,2.706824,11.984465,2.295134,14.917675,6.001509,1091.355195,22.220700,110.015625
2014-11-04,2.655315,12.000862,2.238754,15.125614,6.030084,1090.590112,21.823764,110.849201
2014-11-05,2.666018,11.983116,2.290837,15.000067,6.031770,1079.077354,21.549274,110.759937
2014-11-06,2.641694,12.042212,2.276247,15.052918,5.999516,1080.486346,21.220338,110.435724
2014-11-07,2.637425,12.015098,2.291583,14.835217,5.987708,1078.262683,21.015832,110.364369
2014-11-10,2.603066,11.893370,2.270725,14.906148,6.006227,1081.076362,21.099388,110.869517
2014-11-11,2.633158,11.938485,2.238920,14.856517,5.986627,1074.923579,21.085992,110.939595
2014-11-12,2.619253,11.930231,2.218563,14.791717,6.001210,1076.988631,21.113587,110.893800
2014-11-13,2.594017,11.802203,2.226974,14.794568,5.978403,1090.280922,21.145820,111.081309
2014-11-14,2.593600,11.775341,2.220969,14.786822,5.996492,1092.142055,21.284345,110.862149
2014-11-17,2.612827,11.761623,2.224183,14.792479,6.002550,1091.601406,20.738715,111.165555
2014-11-18,2.599508,11.719925,2.224784,14.807696,5.982077,1094.979931,21.132331,110.310885
2014-11-19,2.581853,11.757663,2.210970,14.818604,5.975613,1095.506998,21.288046,110.146446
2014-11-20,2.575540,11.822368,2.221730,14.925934,5.988397,1095.469945,20.926752,110.287788
2014-11-21,2.600888,11.725917,2.225747,14.925202,6.026653,1094.661714,20.691108,110.229268
2014-11-24,2.603209,11.651638,2.284760,14.830687,6.020233,1089.789335,20.630930,110.402859
2014-11-25,2.624330,11.649338,2.237125,14.785691,6.023340,1090.467175,21.307811,110.875275
2014-11-26,2.659385,11.435734,2.240690,14.767649,6.028059,1078.194644,21.551222,110.518084
2014-11-27,2.642361,11.551701,2.321777,14.942123,6.037767,1082.987981,21.483112,110.059731
2014-11-28,2.636758,11.557329,2.310466,14.963195,6.045132,1084.015442,21.151835,110.498174
2014-12-01,2.622634,11.600039,2.305864,15.030174,6.062038,1088.500539,21.327162,110.498184
2014-12-02,2.612215,11.575753,2.324624,14.932880,6.071266,1088.449295,21.022132,109.405955
2014-12-03,2.628222,11.635522,2.356287,15.019828,6.065741,1083.609829,21.095733,108.956653
2014-12-04,2.627754,11.673131,2.321831,15.136785,6.087396,1091.250189,21.493595,109.300109
2014-12-05,2.604208,11.639282,2.308972,15.047870,6.093394,1089.209778,21.861631,109.516538
2014-12-08,2.610938,11.633374,2.338744,14.846321,6.072993,1085.202353,21.855152,108.983250
2014-12-09,2.634836,11.681474,2.348902,14.865065,6.083110,1084.030810,21.716463,109.732878
2014-12-10,2.653188,11.547209,2.322096,14.740111,6.096938,1079.664510,22.284863,109.769417
2014-12-11,2.611030,11.510135,2.339728,14.622623,6.112156,1080.549695,22.078032,110.252919
2014-12-12,2.612374,11.515927,2.334651,14.584811,6.153674,1084.948482,22.320054,110.141975
2014-12-15,2.632561,11.446062,2.340602,14.790249,6.133227,1067.550089,22.536225,110.581678
2014-12-16,2.651618,11.373717,2.333586,14.779979,6.152152,1104.605612,22.464357,110.861290
2014-12-17,2.684285,11.500418,2.355011,14.809363,6.149102,1106.154046,22.950665,112.056493
2014-12-18,2.680280,11.469187,2.337359,14.758846,6.154388,1102.813919,22.783855,111.860199
2014-12-19,2.682650,11.368145,2.418817,14.775887,6.162379,1109.372629,23.108442,111.551352
2014-12-22,2.701891,11.436927,2.433805,14.809493,6.169771,1106.761577,22.516438,111.485152
2014-12-23,2.707306,11.456876,2.332395,14.747944,6.161980,1105.750407,22.391997,110.115684
2014-12-24,2.667701,11.595980,2.355602,14.748979,6.156669,1105.357633,22.145486,108.918245
2014-12-25,2.713231,11.579771,2.365488,14.770433,6.157364,1106.618740,22.272994,108.947397
2014-12-26,2.724095,11.621913,2.341554,14.742252,6.177894,1095.684155,22.234379,109.150556
2014-12-29,2.702478,11.516095,2.319459,14.749548,6.186093,1098.852084,21.899372,110.541755
2014-12-30,2.676000,11.569067,2.315870,14.798795,6.213541,1098.362440,22.158765,111.062233
2014-12-31,2.660000,11.600000,2.340000,14.740000,6.210000,1099.000000,21.700000,110.700000
2015-01-01,2.673842,11.839992,2.355498,14.728008,6.228178,1091.635640,21.625250,110.208733
2015-01-02,2.643962,11.842820,2.328777,14.727261,6.197752,1085.148311,21.748395,110.051577
2015-01-05,2.656923,11.926924,2.315385,14.615521,6.193686,1085.633183,22.361931,110.801633
2015-01-06,2.673817,11.860695,2.301716,14.572442,6.190601,1089.614830,22.543225,111.747304
2015-01-07,2.665134,11.894640,2.328595,14.470528,6.158292,1088.727824,22.575087,111.430993
2015-01-08,2.626378,11.894451,2.310310,14.489038,6.165415,1094.071540,22.177604,111.323858
2015-01-09,2.665153,11.832456,2.275587,14.429250,6.182431,1099.181728,22.636841,111.042942
2015-01-12,2.696507,11.830592,2.279017,14.385235,6.184024,1096.427572,22.375706,111.094689
2015-01-13,2.702130,11.831100,2.276013,14.376713,6.177631,1089.070171,22.125916,111.456032
2015-01-14,2.696888,11.963146,2.227966,14.214813,6.172262,1081.589897,22.028402,112.007196
2015-01-15,2.716652,11.999778,2.233671,14.151063,6.174697,1083.792031,21.800437,111.972373
2015-01-16,2.754158,11.932982,2.235251,14.153438,6.200536,1074.459775,21.933968,111.860967
2015-01-19,2.745939,11.748717,2.226872,14.338633,6.203872,1076.187237,22.205514,111.402780
2015-01-20,2.717601,11.833025,2.200051,14.439972,6.214482,1065.877239,21.814531,111.611133
2015-01-21,2.709789,11.823633,2.214350,14.481525,6.222883,1068.235906,21.610992,111.771525
2015-01-22,2.717417,11.722055,2.216151,14.582267,6.221583,1084.573665,21.802359,112.324871
2015-01-23,2.727395,11.466109,2.229339,14.618561,6.222808,1078.298761,21.764645,112.352225
2015-01-26,2.720349,11.585469,2.218876,14.625036,6.226614,1076.992802,22.088880,112.883792
2015-01-27,2.707394,11.626265,2.248221,14.634548,6.228084,1075.926135,22.156033,113.296969
2015-01-28,2.726980,11.637146,2.213527,14.606347,6.218928,1076.346662,22.600234,112.861728
2015-01-29,2.708358,11.635821,2.201908,14.487561,6.215955,1069.006067,22.840907,112.597941
2015-01-30,2.638125,11.616701,2.206282,14.464526,6.221595,1065.617236,23.058347,112.530683
2015-02-02,2.659549,11.501877,2.237844,14.512563,6.225987,1056.226815,22.790031,113.944053
2015-02-03,2.645857,11.439903,2.212406,14.534581,6.232819,1058.510689,23.200279,113.752620
2015-02-04,2.638127,11.507998,2.196219,14.551103,6.219473,1070.204884,22.979068,113.643030
2015-02-05,2.643243,11.666999,2.162689,14.629337,6.225997,1075.549633,22.771603,112.901322
2015-02-06,2.647868,11.633917,2.204935,14.787385,6.217805,1073.828628,23.201383,112.812041
2015-02-09,2.649626,11.476615,2.215924,14.661477,6.211749,1069.837196,23.265340,112.312129
2015-02-10,2.682485,11.486458,2.227900,14.730701,6.210099,1074.485063,23.989722,112.181098
2015-02-11,2.705777,11.638021,2.246799,14.656133,6.224536,1080.430560,24.670695,112.129926
2015-02-12,2.750407,11.741351,2.224562,14.800940,6.231357,1075.223947,25.250397,111.872039
2015-02-13,2.767222,11.643739,2.229186,14.957023,6.202645,1075.647646,25.982974,111.077934
2015-02-16,2.777533,11.532016,2.254737,15.017808,6.257105,1081.065239,25.466660,111.568938
2015-02-17,2.824623,11.465696,2.286376,14.916097,6.251439,1084.973837,25.304595,111.480440
2015-02-18,2.836102,11.256980,2.352783,14.835394,6.272126,1079.992870,24.451018,110.755847
2015-02-19,2.924417,11.284112,2.350823,14.863528,6.281189,1084.677024,24.701857,110.244106
2015-02-20,2.935424,11.656285,2.342794,14.309172,6.281133,1097.181083,24.219387,110.843726
2015-02-23,2.918448,11.679407,2.343312,14.260668,6.270452,1087.055023,24.352073,110.597323
2015-02-24,2.960291,11.584067,2.330268,14.315478,6.284591,1083.356038,24.542992,110.531543
2015-02-25,2.952357,11.570817,2.354901,14.212259,6.283968,1083.174144,24.201994,110.497424
2015-02-26,2.928079,11.469071,2.335206,14.285982,6.292610,1077.929518,24.214021,110.503677
2015-02-27,2.903094,11.500086,2.388742,14.413350,6.293424,1083.280594,23.803680,111.639570
2015-03-02,2.977234,11.482134,2.379618,14.407741,6.305197,1098.042711,24.408402,111.615144
2015-03-03,2.936043,11.466992,2.396332,14.492102,6.309172,1099.605647,24.782611,110.944330
2015-03-04,3.001649,11.535674,2.389881,14.544662,6.305897,1097.309409,24.985721,110.708552
2015-03-05,3.006540,11.476443,2.369535,14.591004,6.334220,1099.955816,25.136971,110.590230
2015-03-06,2.994553,11.565164,2.382868,14.575559,6.326818,1097.713906,23.399079,110.930077
2015-03-09,2.992467,11.595452,2.354056,14.598700,6.333174,1099.177683,23.269614,110.599845
2015-03-10,2.973908,11.449356,2.282606,14.579524,6.346966,1098.997185,23.587188,110.065501
2015-03-11,2.968432,11.497760,2.268846,14.069574,6.346120,1100.033944,23.713480,110.424037
2015-03-12,2.936306,11.657035,2.276606,14.022436,6.363922,1098.155316,23.979713,111.410417
2015-03-13,2.883144,11.573113,2.208271,14.006934,6.356234,1096.509531,24.008124,111.903870
2015-03-16,2.917093,11.489930,2.159245,13.984670,6.363383,1107.014034,23.914786,112.107940
2015-03-17,2.915139,11.449230,2.158000,13.825381,6.362010,1103.005373,22.836337,111.674303
2015-03-18,2.942261,11.402680,2.156697,13.860761,6.343694,1098.859754,22.538564,111.975911
2015-03-19,2.961973,11.463160,2.163323,14.008163,6.358009,1104.891800,22.367784,111.938772
2015-03-20,3.011143,11.314906,2.153459,14.088632,6.387539,1109.595846,23.181899,111.873195
2015-03-23,3.002981,11.379253,2.157124,14.013240,6.382929,1103.346599,23.075766,112.200369
2015-03-24,3.012537,11.560106,2.089362,14.005390,6.392592,1099.737861,23.175084,112.252050
2015-03-25,2.944895,11.505474,2.106952,14.151914,6.393899,1099.158150,23.019937,111.910117
2015-03-26,2.987057,11.622299,2.086726,14.169448,6.390704,1092.828881,22.882634,111.537132
2015-03-27,2.965834,11.642528,2.114084,14.299627,6.394014,1099.703642,22.714599,111.271965
2015-03-30,3.000600,11.652676,2.189679,14.298865,6.413862,1103.138528,23.061745,111.295849
2015-03-31,2.991556,12.023571,2.206282,14.205584,6.418037,1098.040632,22.691431,111.423263
2015-04-01,2.978421,12.017339,2.257966,14.146126,6.428773,1093.193165,22.893279,111.061122
2015-04-02,3.022783,11.892067,2.273193,14.313838,6.429092,1093.430205,22.789452,110.217901
2015-04-03,3.046148,11.944389,2.294191,14.312742,6.404301,1096.405139,22.199219,109.750926
2015-04-06,3.043241,11.956812,2.300979,14.377860,6.420394,1100.891300,21.952583,109.990035
2015-04-07,3.031611,11.991176,2.297626,14.610224,6.388725,1104.706020,21.679647,108.653091
2015-04-08,3.037442,12.336239,2.323955,14.704146,6.379766,1107.444935,21.393013,108.582367
2015-04-09,3.007904,12.358040,2.382817,14.749652,6.381573,1109.338011,21.410109,109.288394
2015-04-10,2.989251,12.278550,2.342971,14.648649,6.377325,1121.866379,21.618671,109.559280
2015-04-13,2.961760,12.457665,2.345817,14.587866,6.374716,1140.916157,21.852398,109.539142
2015-04-14,2.965050,12.464145,2.376150,14.626898,6.393673,1136.641521,21.893263,109.366567
2015-04-15,3.001360,12.501015,2.343796,14.236990,6.393059,1132.124746,22.034178,109.717588
2015-04-16,2.986403,12.465412,2.396133,14.049296,6.391649,1133.133928,22.415896,108.340449
2015-04-17,3.012066,12.574577,2.435882,14.057930,6.409118,1131.386107,22.359539,107.875802
